,High,Low,Open,Close,Volume,Adj Close,Company Name
0,6215.0,6032.0,6081.0,6142.9501953125,18735.0,5979.57373046875,MRF
1,6269.0,6150.0,6200.0,6160.60009765625,17947.0,5996.75390625,MRF
2,6198.0,6055.0,6180.0,6090.39990234375,10735.0,5928.42041015625,MRF
3,6371.0,6151.0,6249.89990234375,6216.2001953125,42206.0,6050.87353515625,MRF
4,6294.39990234375,6150.0,6243.2998046875,6166.85009765625,11155.0,6002.8369140625,MRF
5,6252.0,6150.0,6199.0,6158.60009765625,9387.0,5994.80615234375,MRF
6,6194.39990234375,6060.0,6194.39990234375,6084.35009765625,7286.0,5922.53076171875,MRF
7,6145.0,6048.0,6085.0,6107.10009765625,7550.0,5944.67724609375,MRF
8,6485.0,6131.14990234375,6167.7998046875,6440.7998046875,59564.0,6269.50146484375,MRF
9,6549.5,6380.0,6498.7001953125,6406.10009765625,28721.0,6235.72412109375,MRF
10,6498.9501953125,6325.0,6449.39990234375,6370.4501953125,14071.0,6201.02099609375,MRF
11,6460.0,6275.0,6382.0,6294.14990234375,10455.0,6126.7509765625,MRF
12,6352.85009765625,6150.0,6351.0,6185.0,7790.0,6020.50390625,MRF
13,6240.0,6090.0,6185.0,6102.25,6884.0,5939.95556640625,MRF
14,6149.0,6010.0,6110.0,6050.14990234375,10727.0,5889.2421875,MRF
15,6120.0,6021.0,6089.75,6042.35009765625,4312.0,5881.646484375,MRF
16,6117.7998046875,5555.0,6059.89990234375,5662.2001953125,16183.0,5511.6083984375,MRF
17,5919.0,5685.0498046875,5757.0,5762.75,20888.0,5609.484375,MRF
18,5839.0,5700.89990234375,5705.0,5802.9501953125,12640.0,5648.6142578125,MRF
19,6124.0,5770.0,5794.39990234375,6057.25,15389.0,5896.15185546875,MRF
20,6225.0,5930.0,6130.0,5965.14990234375,14177.0,5806.5009765625,MRF
21,6082.0,5933.10009765625,6039.39990234375,5962.89990234375,9081.0,5804.31201171875,MRF
22,6068.0,5789.0,5999.0,5813.2998046875,6897.0,5658.68896484375,MRF
23,5780.0,5650.5,5700.0,5720.25,7849.0,5568.11474609375,MRF
24,5850.0,5701.0,5758.0,5819.14990234375,6318.0,5664.38525390625,MRF
25,6074.0,5795.0,5820.0,6025.5498046875,17233.0,5865.29443359375,MRF
26,6080.0,5852.75,6070.0,5901.89990234375,7965.0,5744.93359375,MRF
27,5993.2998046875,5851.0,5950.0,5876.85009765625,4374.0,5720.5498046875,MRF
28,5966.9501953125,5810.0,5965.0,5841.7998046875,3584.0,5686.431640625,MRF
29,5900.0,5770.0,5880.0,5784.4501953125,6171.0,5630.607421875,MRF
30,5900.0,5810.0498046875,5847.89990234375,5829.60009765625,5082.0,5674.55517578125,MRF
31,5860.0,5770.0,5829.0,5785.14990234375,3454.0,5631.28857421875,MRF
32,5789.9501953125,5710.10009765625,5750.0,5744.2998046875,3497.0,5591.52490234375,MRF
33,5839.0,5715.14990234375,5799.0,5745.7001953125,7669.0,5592.88720703125,MRF
34,5774.7998046875,5675.0,5730.0,5696.2001953125,4301.0,5544.70458984375,MRF
35,5680.0,5600.0,5680.0,5614.5498046875,3962.0,5465.2265625,MRF
36,5657.0,5600.0,5630.0498046875,5614.35009765625,2910.0,5483.587890625,MRF
37,5765.0,5580.0,5620.0,5659.60009765625,6567.0,5527.78466796875,MRF
38,5865.0,5703.0,5739.9501953125,5817.89990234375,7724.0,5682.39697265625,MRF
39,5925.0,5830.0,5850.0,5855.7998046875,4800.0,5719.4140625,MRF
40,6350.0,5800.0,5800.0,6287.35009765625,46654.0,6140.91259765625,MRF
41,6329.0,6100.0,6300.2001953125,6121.2001953125,17971.0,5978.6328125,MRF
42,6276.0,5297.0,5297.0,6237.14990234375,17520.0,6091.8828125,MRF
43,6418.7001953125,6120.0,6120.0,6301.5,25306.0,6154.7333984375,MRF
44,6390.0,6251.0,6276.0,6293.89990234375,11051.0,6147.310546875,MRF
45,6351.0,6275.0,6351.0,6318.85009765625,9858.0,6171.67919921875,MRF
46,6435.0,6290.10009765625,6338.0,6358.7998046875,15994.0,6210.6982421875,MRF
47,6394.39990234375,6230.0,6394.39990234375,6266.89990234375,7642.0,6120.9404296875,MRF
48,6539.85009765625,6251.14990234375,6280.0,6501.85009765625,37466.0,6350.41748046875,MRF
49,6549.0,6338.2998046875,6535.0,6369.39990234375,14127.0,6221.05078125,MRF
50,7244.85009765625,6312.0498046875,6370.0,7094.89990234375,140611.0,6929.65478515625,MRF
